2018-09-21 15:15:28,085 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=17389315-69b3-46c8-87e3-33af2a5d98ce
2018-09-21 18:03:24,407 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=c9cea866-7478-4203-b289-e99ec20c846f
2018-09-21 18:03:25,454 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 42
2018-09-21 18:03:25,460 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2018-09-21 18:03:44,546 [13] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2018-09-21 18:03:44,558 [13] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2018-09-21 18:04:16,230 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=400abcc1-c89b-42d5-9407-b6ea4faef636
2018-09-21 18:04:16,258 [20] ERROR Photon.Hive.Plugin.PluginManager - System.TypeInitializationException: The type initializer for 'Photon.Hive.Configuration.PluginSettings' threw an exception. ---> System.Configuration.ConfigurationErrorsException: Unrecognized element 'plugin'. (D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer\bin\Photon.LoadBalancing.dll.config line 271)
   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.GetSection(String sectionName)
   at Photon.Hive.Configuration.PluginSettings..cctor() in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Configuration\PluginSettings.cs:line 23
   --- End of inner exception stack trace ---
   at Photon.Hive.Configuration.PluginSettings.get_Default()
   at Photon.Hive.Plugin.PluginManager..ctor(String basePath) in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Plugin\PluginManager.cs:line 127
2018-09-21 18:04:16,650 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 18:04:16,658 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 18:04:16,668 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 18:04:16,685 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 18:04:16,691 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 18:04:16,699 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 18:04:16,707 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 18:04:16,715 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 18:04:16,724 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 18:04:16,733 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 18:04:16,738 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 18:04:16,747 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 18:04:16,754 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 18:04:16,762 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 18:04:16,768 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 18:04:16,772 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 18:04:16,778 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-21 18:04:16,790 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config'.)
2018-09-21 18:04:16,801 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\ServerState.txt
2018-09-21 18:04:16,808 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 18:04:16,813 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-09-21 18:04:16,844 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=400abcc1-c89b-42d5-9407-b6ea4faef636
2018-09-21 18:04:16,867 [20] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-09-21 18:04:16,878 [20] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-09-21 18:04:16,888 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=c9cea866-7478-4203-b289-e99ec20c846f
2018-09-21 18:04:16,897 [20] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-21 18:04:16,900 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=c9cea866-7478-4203-b289-e99ec20c846f
2018-09-21 18:04:16,910 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=c9cea866-7478-4203-b289-e99ec20c846f
2018-09-21 18:04:16,920 [20] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-21 18:04:16,935 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-09-21 18:04:16,944 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 18:04:16,954 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 400abcc1-c89b-42d5-9407-b6ea4faef636, Hostname localhost, IPv6Address 
2018-09-21 18:04:16,979 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=400abcc1-c89b-42d5-9407-b6ea4faef636
2018-09-21 18:04:22,188 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=b307b3e4-11a7-4457-ac26-d23714e908f4
2018-09-21 18:04:22,213 [20] ERROR Photon.Hive.Plugin.PluginManager - System.TypeInitializationException: The type initializer for 'Photon.Hive.Configuration.PluginSettings' threw an exception. ---> System.Configuration.ConfigurationErrorsException: Unrecognized element 'plugin'. (D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer\bin\Photon.LoadBalancing.dll.config line 271)
   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.GetSection(String sectionName)
   at Photon.Hive.Configuration.PluginSettings..cctor() in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Configuration\PluginSettings.cs:line 23
   --- End of inner exception stack trace ---
   at Photon.Hive.Configuration.PluginSettings.get_Default()
   at Photon.Hive.Plugin.PluginManager..ctor(String basePath) in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Plugin\PluginManager.cs:line 127
2018-09-21 18:04:22,609 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 18:04:22,618 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 18:04:22,628 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 18:04:22,646 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 18:04:22,653 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 18:04:22,662 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 18:04:22,671 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 18:04:22,678 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 18:04:22,685 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 18:04:22,693 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 18:04:22,700 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 18:04:22,707 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 18:04:22,714 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 18:04:22,720 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 18:04:22,730 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 18:04:22,739 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 18:04:22,747 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-21 18:04:22,761 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config'.)
2018-09-21 18:04:22,777 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\ServerState.txt
2018-09-21 18:04:22,785 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 18:04:22,791 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-09-21 18:04:22,821 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=b307b3e4-11a7-4457-ac26-d23714e908f4
2018-09-21 18:04:22,845 [20] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-09-21 18:04:22,854 [20] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-09-21 18:04:22,867 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=400abcc1-c89b-42d5-9407-b6ea4faef636
2018-09-21 18:04:22,875 [20] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-21 18:04:22,879 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=400abcc1-c89b-42d5-9407-b6ea4faef636
2018-09-21 18:04:22,888 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=400abcc1-c89b-42d5-9407-b6ea4faef636
2018-09-21 18:04:22,898 [20] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-21 18:04:22,915 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-09-21 18:04:22,923 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 18:04:22,932 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID b307b3e4-11a7-4457-ac26-d23714e908f4, Hostname localhost, IPv6Address 
2018-09-21 18:04:22,957 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=b307b3e4-11a7-4457-ac26-d23714e908f4
2018-09-21 18:04:28,041 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=692e096d-328a-4d74-88b7-b22d065b9545
2018-09-21 18:04:28,067 [20] ERROR Photon.Hive.Plugin.PluginManager - System.TypeInitializationException: The type initializer for 'Photon.Hive.Configuration.PluginSettings' threw an exception. ---> System.Configuration.ConfigurationErrorsException: Unrecognized element 'plugin'. (D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer\bin\Photon.LoadBalancing.dll.config line 271)
   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.GetSection(String sectionName)
   at Photon.Hive.Configuration.PluginSettings..cctor() in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Configuration\PluginSettings.cs:line 23
   --- End of inner exception stack trace ---
   at Photon.Hive.Configuration.PluginSettings.get_Default()
   at Photon.Hive.Plugin.PluginManager..ctor(String basePath) in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Plugin\PluginManager.cs:line 127
2018-09-21 18:04:28,460 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 18:04:28,472 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 18:04:28,484 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 18:04:28,501 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 18:04:28,508 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 18:04:28,516 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 18:04:28,525 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 18:04:28,531 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 18:04:28,540 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 18:04:28,546 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 18:04:28,552 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 18:04:28,558 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 18:04:28,564 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 18:04:28,572 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 18:04:28,580 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 18:04:28,587 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 18:04:28,595 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-21 18:04:28,609 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config'.)
2018-09-21 18:04:28,623 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\ServerState.txt
2018-09-21 18:04:28,632 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 18:04:28,639 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-09-21 18:04:28,673 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=692e096d-328a-4d74-88b7-b22d065b9545
2018-09-21 18:04:28,700 [20] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-09-21 18:04:28,711 [20] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-09-21 18:04:28,724 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=b307b3e4-11a7-4457-ac26-d23714e908f4
2018-09-21 18:04:28,731 [20] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-21 18:04:28,734 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=4, reason=ManagedDisconnect, detail=), serverId=b307b3e4-11a7-4457-ac26-d23714e908f4
2018-09-21 18:04:28,743 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=b307b3e4-11a7-4457-ac26-d23714e908f4
2018-09-21 18:04:28,754 [20] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-21 18:04:28,771 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-09-21 18:04:28,776 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 18:04:28,785 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 692e096d-328a-4d74-88b7-b22d065b9545, Hostname localhost, IPv6Address 
2018-09-21 18:04:28,810 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=692e096d-328a-4d74-88b7-b22d065b9545
2018-09-21 18:04:47,555 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=a6de2264-4569-4134-bfdc-117a4cd7a979
2018-09-21 18:04:47,585 [20] ERROR Photon.Hive.Plugin.PluginManager - System.TypeInitializationException: The type initializer for 'Photon.Hive.Configuration.PluginSettings' threw an exception. ---> System.Configuration.ConfigurationErrorsException: Unrecognized element 'plugin'. (D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer\bin\Photon.LoadBalancing.dll.config line 271)
   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.GetSection(String sectionName)
   at Photon.Hive.Configuration.PluginSettings..cctor() in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Configuration\PluginSettings.cs:line 23
   --- End of inner exception stack trace ---
   at Photon.Hive.Configuration.PluginSettings.get_Default()
   at Photon.Hive.Plugin.PluginManager..ctor(String basePath) in d:\dev\photon-socketserver-sdk_cloud\src-server\Hive\PhotonHive\Plugin\PluginManager.cs:line 127
2018-09-21 18:04:47,975 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 18:04:47,983 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 18:04:47,993 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 18:04:48,011 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 18:04:48,018 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 18:04:48,025 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 18:04:48,032 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 18:04:48,039 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 18:04:48,046 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 18:04:48,051 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 18:04:48,059 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 18:04:48,065 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 18:04:48,073 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 18:04:48,080 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 18:04:48,086 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 18:04:48,094 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 18:04:48,101 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
