2018-09-07 20:40:10,192 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=365179e1-89f0-4f48-b3c7-6de58211d01a
2018-09-07 20:44:43,875 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 51, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:43 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53226, 
2018-09-07 20:44:44,187 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 52, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:44 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53228, 
2018-09-07 20:44:44,504 [22] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 53, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:44 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53230, 
2018-09-07 20:44:44,814 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 54, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:44 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53232, 
2018-09-07 20:44:45,119 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 55, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:45 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53234, 
2018-09-07 20:44:45,433 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 56, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:45 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53236, 
2018-09-07 20:44:45,742 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 57, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:45 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53238, 
2018-09-07 20:44:46,061 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 58, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:46 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53240, 
2018-09-07 20:44:46,376 [10] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 59, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:46 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53242, 
2018-09-07 20:44:46,690 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 60, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:46 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53244, 
2018-09-07 20:44:46,999 [11] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 61, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:46 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53246, 
2018-09-07 20:44:47,313 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 62, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:47 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53248, 
2018-09-07 20:44:47,626 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 63, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:47 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53250, 
2018-09-07 20:44:47,940 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 64, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:47 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53252, 
2018-09-07 20:44:48,254 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 65, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:48 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53254, 
2018-09-07 20:44:48,566 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 66, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:48 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53256, 
2018-09-07 20:44:48,878 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 67, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:48 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53258, 
2018-09-07 20:44:49,195 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 68, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:49 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53260, 
2018-09-07 20:44:54,320 [22] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 69, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:54 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53262, 
2018-09-07 20:44:54,633 [10] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 70, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:54 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53266, 
2018-09-07 20:44:54,952 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 71, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:54 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53279, 
2018-09-07 20:44:55,257 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 72, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:55 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53284, 
2018-09-07 20:44:55,573 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 73, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:55 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53287, 
2018-09-07 20:44:55,887 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 74, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:55 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53290, 
2018-09-07 20:44:58,519 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 75, IsConnected: False, IsDisposed: True, Last Activity: Operation 226 at UTC 9/7/2018 6:44:56 PM in Room , IP 127.0.0.1:0, 
2018-09-07 21:00:32,072 [160] WARN  Photon.Hive.HiveHostGame - CheckGameCanBeCreated: Game '7bb44aa4-9f99-4549-9b83-639d9ff04b8a' userId 'asdasd' failed to join game. msg:'Game does not exists' (JoinMode=3) -- peer:GameClientPeer: PID 77, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 7:00:32 PM in Room 7bb44aa4-9f99-4549-9b83-639d9ff04b8a, IP 127.0.0.1:53633, 
2018-09-07 21:44:02,032 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game 'Example' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 82, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 7:44:02 PM in Room Example, IP 127.0.0.1:54814, 
2018-09-07 21:44:31,983 [152] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game 'Example' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 84, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 7:44:31 PM in Room Example, IP 127.0.0.1:54831, 
2018-09-07 21:47:44,692 [159] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game 'Example' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 85, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 7:47:44 PM in Room Example, IP 127.0.0.1:54908, 
2018-09-07 21:48:25,119 [152] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game 'Example' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 87, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 7:48:25 PM in Room Example, IP 127.0.0.1:54923, 
2018-09-07 21:50:08,052 [150] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game 'Example' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 89, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 7:50:08 PM in Room Example, IP 127.0.0.1:54954, 
2018-09-08 00:09:21,739 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=365179e1-89f0-4f48-b3c7-6de58211d01a
2018-09-08 00:09:21,746 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-08 00:09:21,747 [159] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=365179e1-89f0-4f48-b3c7-6de58211d01a
2018-09-08 00:09:21,770 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=365179e1-89f0-4f48-b3c7-6de58211d01a
2018-09-08 00:09:21,777 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-08 16:08:37,830 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=aa9c6076-540f-4341-a0ec-5cec5f1c6758
2018-09-08 16:08:38,358 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-08 16:08:38,365 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-08 16:08:38,374 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-08 16:08:38,390 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-08 16:08:38,396 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-08 16:08:38,401 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-08 16:08:38,407 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-08 16:08:38,411 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-08 16:08:38,416 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-08 16:08:38,421 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-08 16:08:38,427 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-08 16:08:38,432 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-08 16:08:38,437 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-08 16:08:38,443 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-08 16:08:38,448 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-08 16:08:38,453 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-08 16:08:38,458 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-08 16:08:38,471 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2018-09-08 16:08:38,483 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-09-08 16:08:38,490 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-08 16:08:38,495 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-09-08 16:08:38,574 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=aa9c6076-540f-4341-a0ec-5cec5f1c6758
2018-09-08 16:08:38,596 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-09-08 16:08:38,605 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-09-08 16:08:39,802 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-09-08 16:08:39,807 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-08 16:08:39,816 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID aa9c6076-540f-4341-a0ec-5cec5f1c6758, Hostname localhost, IPv6Address 
2018-09-08 16:08:39,876 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=aa9c6076-540f-4341-a0ec-5cec5f1c6758
